id,licenseplatenumber,color,yearofproduction,price,modelid
14159,ekwixer,salmon,2015,69981,931
14160,glxxart,lime,2006,27204,591
14161,aiaikeb,lime,2008,83721,628
14162,pzhcxet,grey,1994,53020,518
14163,stqxbbm,pink,2013,97074,412
14164,zrnwqyp,indigo,2001,45556,971
14165,kxqoxad,ivory,1990,23545,538
14166,txcesrq,yellow,2006,11471,594
14167,fyabzut,lime,2002,30123,530
14168,spzhaqh,white,1996,98555,563
14169,ryfmnko,teal,1998,43786,905
14170,fhmumyl,salmon,2007,69623,371
14171,rvdkala,orange,2004,78438,348
14172,xygzhui,yellow,2011,22664,840
14173,fwolrhz,purple,2012,89856,346
14174,monuufw,indigo,2008,17062,247
14175,elarmnb,white,2009,76951,99
14176,qoxxjkk,magenta,2003,61075,16
14177,ewrzyow,olive,2006,34714,739
14178,orjbhbp,gold,1997,18722,293
14179,svnljwf,lime,2001,74905,762
14180,cepkeha,fuchsia,2012,98634,894
14181,hejluvn,olive,2006,34049,5
14182,kwcojhx,cyan,1990,24204,471
14183,qlrrluk,tan,2002,65595,381
14184,zzsqufo,orchid,2000,55740,423
14185,ovpiftq,green,1997,18470,220
14186,rihqeoo,turquoise,1996,85030,961
14187,uehmqlv,silver,2003,82788,18
14188,pdigvqi,teal,1998,98885,825
14189,hgwdavd,turquoise,2014,20355,750
14190,goyyjss,"mint green",2017,56505,618
14191,ttpuzhe,maroon,2012,99352,665
14192,njdpyum,black,2007,53927,164
14193,rbedzsd,teal,1990,53438,418
14194,crxiioh,gold,2004,61634,269
14195,dxisifg,lime,2015,60597,683
14196,debkfbq,maroon,2013,5595,301
14197,ixpemjw,yellow,1993,65095,462
14198,vkhjjjp,maroon,2010,16268,479
14199,rnlrplw,purple,1999,12219,286
14200,zdqyqhr,green,2005,35235,367
14201,zlhjbky,turquoise,2013,66839,257
14202,ihysnhh,pink,1991,78779,200
14203,shvhdbf,yellow,2016,29541,98
14204,xhzbath,orange,1996,53817,194
14205,tgkzfkd,purple,2010,98664,194
14206,uuyngyb,white,2009,66422,921
14207,zyxfoik,violet,2004,12537,478
14208,pcyppco,"sky blue",1997,68889,21
14209,nfzemwo,fuchsia,2012,30988,708
14210,junjvmf,red,2017,33510,33
14211,mxjcqal,white,2002,82298,413
14212,llhhvic,black,1998,66887,105
14213,jgwjizl,fuchsia,1995,33793,325
14214,ktpblvg,red,2005,8502,43
14215,bziilht,ivory,2001,13386,283
14216,orpjjwh,blue,1995,62055,489
14217,pwnyycg,pink,1993,63796,243
14218,mwiyxfm,azure,2009,32637,769
14219,eddgpzl,plum,2013,11439,32
14220,vsugcxi,red,2015,28684,856
14221,tsotxxa,tan,2008,63893,585
14222,uptlnll,lime,2000,77806,709
14223,ndcilcp,olive,2009,8254,922
14224,ddqsaml,gold,1994,63198,664
14225,zonkdql,black,1991,89741,959
14226,qmbuhbv,azure,2001,13338,175
14227,gligjjy,ivory,2008,5659,45
14228,evtnwxg,orange,2016,41695,452
14229,uxfcumh,turquoise,1990,82355,130
14230,qsxudti,tan,2010,91593,110
14231,ukmmrmb,black,1997,57899,352
14232,ltmktds,"sky blue",2006,76766,605
14233,qgeuojq,salmon,1992,63402,546
14234,wetsvmg,indigo,1999,40557,102
14235,revgfzt,orchid,2005,15860,762
14236,wenqxjr,red,2005,96618,621
14237,fqhdmey,olive,2010,77006,849
14238,ahyaigw,ivory,2004,57354,953
14239,bvlnwrg,black,2016,37101,368
14240,umguvoh,purple,2005,22501,361
14241,ulkijpr,purple,2015,91868,953
14242,kuzhkrj,gold,2017,93837,731
14243,zqvxwue,lavender,2010,19063,648
14244,fgzfklq,tan,2014,40130,908
14245,rofwdwe,silver,2007,81908,667
14246,rfwytiq,indigo,2012,29440,51
14247,diyilub,plum,2014,30056,730
14248,tvqjjmz,cyan,2016,2794,793
14249,kuwfcke,orange,2005,12442,785
14250,vtykuqf,maroon,2009,94241,143
14251,brrhwrv,blue,2003,4332,526
14252,sdmlaoe,gold,1999,41963,789
14253,llnllco,grey,1994,6441,850
14254,grgchxz,lime,2001,96240,295
14255,tsvfhxs,maroon,1998,49577,625
14256,wjnmnsj,cyan,1998,30658,974
14257,uxjpcxw,"sky blue",1994,56006,954
14258,liwuqmx,tan,1996,79367,112
14259,ckffwhn,lavender,2016,56364,939
14260,ielnsub,salmon,2013,75882,472
14261,qjkjpcr,teal,2009,41965,576
14262,yjkhfwd,blue,2012,34581,592
14263,sgporpq,plum,2006,61524,657
14264,evrvxpz,green,2005,51333,50
14265,xnsjulx,orchid,1993,10873,620
14266,ryvseqg,lime,2003,63416,314
14267,pgttcph,fuchsia,1991,97237,510
14268,gxtcouz,white,2004,23936,97
14269,tnbcanx,indigo,2005,43560,146
14270,uqltzmd,purple,1993,67008,447
14271,qfsqccr,silver,2002,46795,448
14272,gsdwiel,lavender,2007,46545,682
14273,noctbvz,orange,2007,39860,852
14274,lgcgrlj,ivory,2016,76966,63
14275,agmhdes,black,1991,73933,916
14276,zxuaxpz,"sky blue",2017,57454,710
14277,xoxshil,"sky blue",2009,39675,897
14278,hwldhop,cyan,2013,96386,205
14279,djpqlfc,azure,2008,40158,828
14280,xdjgnii,salmon,1998,73645,256
14281,briuzzb,red,2011,72350,682
14282,wpeeoxp,lime,2015,58348,169
14283,bnhapfd,turquoise,2012,31917,269
14284,wiupfof,gold,1999,10323,97
14285,ltsgmkz,red,2008,91271,2
14286,iurtove,fuchsia,2015,38992,696
14287,kvyjrif,red,2009,82674,331
14288,hpnrjpc,lavender,2009,30521,250
14289,pkorqxo,indigo,1996,52866,462
14290,klebyjq,yellow,1992,35540,432
14291,fejqddp,ivory,2001,43770,127
14292,mbsmrnj,teal,2010,31087,441
14293,guiljjm,azure,2008,92099,684
14294,arlgmyg,silver,2013,47109,378
14295,jvuated,green,2017,3823,513
14296,vpahprj,grey,2016,81978,806
14297,qkcrfyz,silver,2002,4320,766
14298,cdrchty,fuchsia,1996,10664,350
14299,uevzlrh,indigo,1997,60502,626
14300,ayqxjrw,teal,2002,24786,504
14301,bfuyxpl,olive,1997,84584,588
14302,cqaydeq,green,2012,15351,245
14303,kovmqfw,green,1997,11306,767
14304,xtszspq,indigo,2014,39286,745
14305,cxtgwar,white,2008,55564,626
14306,kvcmium,gold,2001,76132,648
14307,aakaeii,ivory,2009,57754,177
14308,ukscier,plum,2007,62432,773
14309,drkgspz,yellow,2003,62608,639
14310,xypqwke,black,2015,74042,368
14311,orgazyx,tan,2010,64945,754
14312,yndgbze,azure,1990,99925,810
14313,euxxljt,blue,2008,33190,615
14314,kkygvdh,olive,2001,2687,407
14315,ohbhujh,green,2016,84644,668
14316,oftkavx,"mint green",2004,46063,598
14317,fduyobe,ivory,2013,75454,312
14318,kivwglr,blue,1995,93980,416
14319,wpfnlfu,gold,1990,84570,857
14320,liyrjjg,silver,2003,7682,975
14321,kcukngd,green,2004,56016,733
14322,xrkfxfk,fuchsia,2007,94347,217
14323,vavlihb,lavender,2016,84713,908
14324,vaqeqcr,orchid,1994,14593,487
14325,okhjkrw,orange,1996,75360,206
14326,aeutomx,blue,2012,62107,414
14327,bwvgdnw,orchid,2008,17635,130
14328,llhcbqk,pink,2012,88230,550
14329,dcjujox,purple,2001,84932,956
14330,jxlenma,"mint green",2010,32954,100
14331,otboofh,ivory,2017,55276,12
14332,nvkttum,grey,2004,35515,225
14333,pdwafug,pink,2007,8630,261
14334,kxvfncb,plum,2014,40509,989
14335,qxmoueb,fuchsia,2008,60878,564
14336,yvwvyvn,turquoise,2012,42646,194
14337,foxgyye,cyan,1999,82256,419
14338,ebywqxw,azure,1999,81230,833
14339,xeozpyi,pink,2008,57139,837
14340,gbiniva,black,2009,88139,774
14341,dfmieds,tan,2003,27884,604
14342,vfkpgwt,cyan,1992,36823,50
14343,ocnwppe,"sky blue",1993,70225,230
14344,jrshffx,silver,1999,22743,530
14345,xhrjjiq,silver,2015,45233,653
14346,pwsayez,pink,2000,31563,674
14347,juztjhh,green,1994,80305,531
14348,lsdapap,maroon,2016,58279,6
14349,zbdubtc,azure,2013,98886,271
14350,iholwge,turquoise,2007,8003,655
14351,jkgxfuw,"sky blue",2000,98309,685
14352,wezkfrl,cyan,2016,2164,266
14353,thmbfup,grey,1991,40798,404
14354,wgyjuwg,magenta,2012,50322,633
14355,qbjdpnp,violet,1992,79052,80
14356,lxkzfwk,orange,2011,87317,576
14357,bwazxsz,black,2005,27469,357
14358,kgroeii,turquoise,1992,31570,734
14359,vagnnie,maroon,2011,26019,726
14360,yrrqmsw,cyan,1998,61896,522
14361,otljohs,magenta,1999,74731,515
14362,atbqgdi,gold,2011,11997,341
14363,htfxrlt,purple,1993,7001,23
14364,baggogj,blue,1994,40650,68
14365,hvnquwp,tan,1995,72186,236
14366,cfayplc,cyan,2005,84919,220
14367,hpzuodg,purple,1990,33337,669
14368,izvqodx,blue,2004,93190,378
14369,itubfnu,violet,2010,4010,182
14370,toesbgu,orange,1992,83996,597
14371,hxqkyuu,lavender,1998,50033,509
14372,qaxxjmk,fuchsia,2013,47401,84
14373,gvzpfuc,lime,2010,79366,396
14374,xslgslk,cyan,2000,30932,297
14375,xjwhnyt,yellow,2013,46503,883
14376,fnvvcbi,orchid,2001,78695,707
14377,bkfykum,turquoise,2009,82469,573
14378,mvuobpl,silver,2010,68932,974
14379,zylowlb,silver,2004,3021,659
14380,dvlhavs,blue,1993,82507,310
14381,nxvwlgt,cyan,2015,53181,73
14382,rbdcxyj,white,1990,60947,297
14383,jljmnjd,fuchsia,2007,97092,113
14384,xwnqjje,olive,1994,76187,830
14385,ucnqgnr,red,2014,47641,109
14386,vgqfspm,cyan,2016,64544,635
14387,bplustv,yellow,2000,88460,937
14388,vipxxfu,gold,2002,31527,377
14389,zmystgc,lime,2005,80530,278
14390,glexsjq,violet,2000,78381,996
14391,chdrtth,orchid,1994,9600,376
14392,ppersqd,"mint green",2015,37635,643
14393,josysfm,"sky blue",2003,80265,160
14394,hwaypdi,red,2008,37957,54
14395,nxncwvb,salmon,1993,7941,454
14396,dxbozjt,yellow,2012,47532,128
14397,ruupktz,salmon,2012,3283,831
14398,xgefqni,white,2014,81593,759
14399,nyodysj,magenta,2001,57293,343
14400,phyqxcc,magenta,2016,81879,345
14401,itggnbs,orange,2016,93047,735
14402,euyemqg,teal,2009,40759,457
14403,erufjww,plum,2002,85414,87
14404,tplsyic,"mint green",2002,40530,184
14405,kvbfdmx,fuchsia,2012,91658,721
14406,nmcfrvd,magenta,2012,57460,937
14407,xgdtxbm,magenta,2013,29641,542
14408,exxymxw,purple,1992,32889,371
14409,ckurego,maroon,2009,44659,467
14410,nfbqhqf,azure,2009,35268,613
14411,kirpthl,turquoise,1996,31909,99
14412,nqwpcdm,lavender,2014,46558,369
14413,zgsvqox,turquoise,1995,51871,517
14414,lwohpqw,indigo,2012,89388,847
14415,fxiutqy,magenta,1994,21215,419
14416,fwargqe,olive,2011,44937,663
14417,jtvqsza,violet,1992,16757,170
14418,bvcfrsa,fuchsia,2009,16942,472
14419,xbhdlbj,black,2000,51857,507
14420,adlmyaf,azure,2003,98094,640
14421,bulowne,blue,1993,17566,426
14422,ifyyfzz,grey,2011,95299,343
14423,aimbhum,cyan,2002,86088,703
14424,hrlrqku,salmon,1998,24719,480
14425,uxkgvsg,salmon,1994,88150,56
14426,xuuemes,black,2016,61661,980
14427,uzfwddn,olive,2009,76757,855
14428,cahnosx,white,2010,29975,538
14429,tkehlus,black,2008,21713,583
14430,butqabj,green,2005,63682,4
14431,qhztsrm,salmon,1992,6816,871
14432,wxcfhgr,lime,1991,42706,246
14433,vsylkaf,azure,2011,58065,759
14434,vpjazbk,"mint green",2001,82498,677
14435,kpgbyqs,plum,2003,89508,706
14436,zcrsfpn,blue,2012,71067,629
14437,cwwfgrq,purple,2014,4447,844
14438,sjjshzg,magenta,1997,61115,142
14439,moerrkx,ivory,2011,24163,493
14440,jtuqagb,lavender,2005,60493,620
14441,tjmkvdj,indigo,2004,29692,278
14442,uyhsknv,plum,2009,50427,359
14443,evtimvk,pink,1992,70570,241
14444,azggjgd,indigo,1996,74803,526
14445,iogxqfm,pink,2008,79790,271
14446,hwpadkd,salmon,1997,50389,642
14447,qizaznv,blue,2017,77658,773
14448,ewpnwuv,pink,2009,10635,124
14449,woqjrqm,black,2010,37342,978
14450,ezpnova,"mint green",2000,86684,384
14451,uprsgbt,teal,2015,26777,229
14452,uadcniv,orchid,1993,16939,30
14453,lhhguxl,tan,1995,62649,848
14454,zclfxvg,cyan,2014,78981,284
14455,jzvxndx,magenta,1993,50402,884
14456,shbuuhk,violet,2011,28938,720
14457,lwjfpqv,silver,2009,99055,496
14458,gticojy,blue,2012,72716,24
14459,pwbjcno,orange,2016,30163,617
14460,sxfnagc,turquoise,2002,65376,245
14461,gedzgga,tan,1991,49529,766
14462,ppwlots,silver,2011,80272,812
14463,ausvkcl,cyan,1995,82137,348
14464,oztvruf,olive,1995,49385,604
14465,yxdnign,red,2005,19702,470
14466,snbqdyg,indigo,1992,65295,288
14467,dcoctoi,pink,1995,80857,116
14468,jpcphep,orchid,1999,59878,502
14469,kgfzqtu,yellow,1993,3439,253
14470,apevnzn,orchid,2015,73910,253
14471,afjxrrw,green,2001,59289,199
14472,rxlbiyk,tan,2015,21088,675
14473,sqbopjl,cyan,2015,69994,303
14474,xwtuhxv,ivory,2017,5076,786
14475,nhfybfm,plum,2017,45423,532
14476,waeworx,cyan,1997,63681,419
14477,cgpzdtf,"sky blue",1993,40032,88
14478,jjsthvs,orange,1998,89750,660
14479,avrafgc,grey,2011,57009,261
14480,vokqgmp,white,1994,24438,182
14481,zukuzoq,purple,2001,42653,754
14482,lzjrzzm,"sky blue",2008,28724,537
14483,sqhmllp,maroon,2011,91694,246
14484,ktmpmlv,silver,1995,51385,235
14485,blgbzeu,plum,2013,93274,523
14486,zqwaptp,magenta,1991,86468,978
14487,fzlarks,gold,2007,87801,417
14488,ttysopj,maroon,2008,74207,474
14489,swdyqxf,azure,1999,41616,368
14490,fhiyrun,pink,2014,8106,683
14491,xknqhdg,plum,2015,48598,608
14492,kcuqrbm,gold,2012,68625,99
14493,mspfezh,violet,2001,29408,103
14494,zlhsfwz,ivory,2017,87123,885
14495,wwzxmhf,azure,1990,76178,665
14496,frgibyy,purple,2011,55700,445
14497,hqvgqrq,pink,2014,91360,745
14498,jelyqru,indigo,2011,58075,390
14499,imefmot,maroon,2010,47914,964
14500,iosrazt,fuchsia,1990,54891,42
14501,yonqbob,teal,1993,49540,21
14502,oauadlb,black,2012,89009,327
14503,swwcnow,orange,2003,82186,148
14504,kghptcg,plum,2008,35303,641
14505,bnxjoyb,blue,1996,81192,121
14506,cvpmfsq,white,2012,78795,310
14507,enlbozo,white,1997,99793,783
14508,stbxtex,"mint green",2012,56728,410
14509,gystvct,blue,1998,9086,679
14510,psawwtc,fuchsia,2000,59283,533
14511,jwkijjf,indigo,2014,82596,801
14512,nmykguu,red,2002,34476,36
14513,kprhgvb,azure,1993,84563,656
14514,sazbjii,indigo,2011,60353,989
14515,hkhbifg,plum,1993,99339,869
14516,pewptyi,white,1995,25200,760
14517,hxmdvee,lavender,1995,25718,208
14518,thxhyqw,lime,1991,78660,401
14519,qgiovtb,white,2017,83919,192
14520,dmxxjfz,white,2010,37587,560
14521,lzbmitc,azure,2005,38521,234
14522,ksewcyz,ivory,2017,24539,99
14523,givhepw,magenta,2016,68603,207
14524,fdsqume,lime,1990,83868,358
14525,gkkmzbq,blue,2015,93700,355
14526,hcmxrwk,grey,1991,47787,914
14527,zxukcyo,"mint green",2005,5028,7
14528,kbpfblm,azure,2014,60478,95
14529,gfqzjrs,lavender,2012,73359,762
14530,zirsvdy,black,1993,33621,671
14531,kaiyrxv,plum,2016,4771,531
14532,edkrzfy,white,2009,64243,978
14533,ymaehiq,black,2006,46644,519
14534,awprsau,orchid,2001,61659,69
14535,dmnkpln,plum,2017,19013,163
14536,puksjcz,green,2004,75349,50
14537,iicmgkm,ivory,2012,73416,883
14538,gvneqbs,azure,1993,7536,547
14539,olpirrg,plum,1998,6011,287
14540,vfvlhui,black,1991,68334,537
14541,kcciagy,maroon,2010,12380,881
14542,fglfkfr,teal,1992,98143,1
14543,dqxzzmk,red,1999,37916,342
14544,oknnlvv,plum,2013,66171,403
14545,dkhzcxh,ivory,2005,89376,686
14546,nexrchm,azure,2014,3762,388
14547,uktwtqe,tan,2005,50479,706
14548,xamkvrm,gold,2005,95827,364
14549,fbdxifp,maroon,2010,5376,944
14550,hqeoqcb,azure,1999,13606,648
14551,wrfutmw,silver,2003,25787,964
14552,eapjdeq,lavender,2005,85672,805
14553,dschxsk,turquoise,2014,59346,388
14554,tmaicvp,"sky blue",2007,79590,785
14555,wnxpxto,cyan,1992,17608,227
14556,rogvljh,salmon,1991,50346,277
14557,wzawpue,cyan,1997,83275,49
14558,fmtihkn,indigo,2005,36604,660
14559,rercivf,white,2005,55355,640
14560,olnvgvx,yellow,2016,53434,431
14561,pveuluu,fuchsia,2006,43657,462
14562,eplcxon,"mint green",1993,83956,493
14563,jgukwvl,magenta,2010,32163,915
14564,muqiuii,"mint green",1990,81321,670
14565,eikuwha,purple,1995,2857,272
14566,wzkqssp,magenta,2002,70730,520
14567,nxyqhqg,yellow,1994,80768,201
14568,pmrwfrx,ivory,1990,37956,851
14569,xiqjphc,magenta,2002,25460,405
14570,ptywvkm,blue,2007,94777,551
14571,lsfpahg,green,2013,72313,272
14572,bmdccvc,tan,2002,83740,943
14573,ujfoavf,fuchsia,1993,43063,855
14574,gdkkmnw,plum,1995,30527,629
14575,mrstprz,plum,2005,63445,715
14576,lagrfzz,green,2004,34087,473
14577,tlhwvow,gold,2012,10283,115
14578,urjfhsr,"mint green",2017,97148,750
14579,avhxseu,yellow,1991,34756,420
14580,hfhqevg,pink,2014,52843,486
14581,lpwrorw,lavender,2005,15450,530
14582,hkuzwsw,violet,1995,16803,764
14583,abkgdbd,black,1999,11218,464
14584,pueuvop,tan,2012,13124,881
14585,ufyshou,violet,2015,42639,352
14586,cdruxgt,cyan,2002,73826,926
14587,fzhkqrm,indigo,2000,92854,280
14588,vxmhmnt,lavender,2009,4622,138
14589,kvnysqd,pink,1991,99735,827
14590,ahvtlko,grey,2011,36467,25
14591,wayuecy,cyan,1997,87597,446
14592,tzgualq,magenta,2010,5153,206
14593,wwlcqwt,grey,2003,16631,417
14594,lrhgydl,cyan,1992,74105,189
14595,tjajfzp,gold,1998,13571,219
14596,ntvqtbv,pink,2003,14645,546
14597,cxnsbbp,azure,2011,80897,522
14598,wrthmwg,cyan,1994,41349,702
14599,qafinvp,green,2013,63001,730
14600,uetbfrg,silver,2011,80591,380
14601,qtxzxnx,magenta,2011,61336,268
14602,eseaqie,lavender,2009,40088,378
14603,lmzsfde,white,1994,38403,766
14604,xpmgxwi,olive,2003,15837,976
14605,efvavlh,green,2007,47293,657
14606,gvjlbhx,white,1999,60948,192
14607,aizbned,"sky blue",2015,56700,986
14608,lcwyzdo,plum,2012,74396,555
14609,ocufpqe,maroon,2004,84693,811
14610,ftctykz,fuchsia,1999,28022,951
14611,jfjrruk,turquoise,2003,45357,439
14612,gotzbuv,grey,1997,4476,453
14613,backdmu,olive,1993,40673,502
14614,xzxmyih,fuchsia,2014,34649,895
14615,rkbgnkx,"sky blue",2015,87907,698
14616,venkdef,teal,1991,4313,715
14617,bxznnfz,orchid,1995,26777,382
14618,obrcgrv,blue,2014,79954,42
14619,slkdbvs,lavender,1997,43264,469
14620,owdqscs,plum,1990,43646,980
14621,mpwasnm,"mint green",2007,98457,187
14622,mlosibx,grey,2004,83766,926
14623,wzrmefn,red,1998,80174,749
14624,kxbumnw,silver,2008,94676,141
14625,zrhhmap,lavender,2002,66103,373
14626,oiiovql,orchid,2000,12124,769
14627,uvkgulz,blue,1996,74427,611
14628,fkrnbmn,tan,2012,88253,197
14629,qplpfor,magenta,2004,61529,993
14630,nuyacan,"sky blue",2005,44489,107
14631,wsmtjcy,silver,1998,96813,455
14632,pwuzvhh,red,2000,70176,719
14633,tyfcmgj,orchid,1995,7000,916
14634,nmcayvc,azure,2009,65488,481
14635,mkyyirk,cyan,2012,80654,893
14636,iuyvisx,plum,1996,61108,668
14637,whytjas,olive,2014,32864,854
14638,goeilgc,plum,1997,73014,695
14639,cyoxvna,magenta,1990,12518,387
14640,metetet,tan,1998,24897,944
14641,jqkgmlu,yellow,2011,31881,120
14642,zsujstz,turquoise,2002,77401,24
14643,vxzmikg,red,1998,41939,600
14644,axdlqbx,fuchsia,2016,49838,168
14645,xwbovmh,silver,1993,15968,808
14646,wbantcx,turquoise,2004,16637,573
14647,zlaxfpa,pink,1999,60897,890
14648,wshhuqm,turquoise,2011,68583,473
14649,ccjfgdp,yellow,2016,67008,745
14650,bshszqx,indigo,2016,22264,27
14651,iwgcyre,orange,2003,9662,672
14652,aztcrry,tan,1997,2621,968
14653,cvmbzjg,yellow,1992,26957,5
14654,ysbjwzt,"sky blue",2015,65848,633
14655,zkofasm,indigo,2000,59997,802
14656,qlrvuut,maroon,1995,87158,646
14657,ooggnpf,white,1990,27316,561
14658,bgqievj,"mint green",1996,53167,408
14659,hbudlhj,lavender,1995,11743,921
14660,zbxhuyh,plum,1993,9930,243
14661,ibixgzk,red,2005,9105,386
14662,vsallvg,orange,2000,26811,154
14663,cvflnnt,tan,2003,17443,374
14664,lqvusxh,orange,1997,86786,856
14665,klpxmyj,lime,2008,78435,609
14666,sdcqncm,olive,1993,13540,788
14667,kpahrrq,cyan,1995,58286,343
14668,wzglznv,"mint green",2002,75088,891
14669,ydsnkww,magenta,2014,12546,323
14670,yykljst,pink,2015,2574,499
14671,nzbcnmr,grey,2008,36526,279
14672,zeerpir,maroon,2007,65521,810
14673,olloenv,orchid,1996,62888,565
14674,sqqnhil,plum,2000,28521,782
14675,wjzfvio,red,1991,87742,327
14676,iaowsso,cyan,1992,38198,408
14677,fwlkwdv,yellow,1991,16157,525
14678,mgnehno,green,2017,50907,105
14679,qetplyj,orange,1995,16630,104
14680,fyubadt,ivory,2015,36178,898
14681,tduyysh,purple,2001,47934,962
14682,wsjarwj,salmon,2010,11902,96
14683,hgkyvhz,lime,2006,78996,269
14684,eyltoym,orchid,1993,27576,506
14685,cftrrsn,"mint green",1996,28370,243
14686,kbmmwtk,grey,2004,78512,964
14687,pqblcrj,grey,1999,25142,50
14688,fxorvam,plum,2013,10684,808
14689,vvmnvhk,azure,2004,89538,92
14690,wgskqxv,purple,1992,51201,163
14691,lmuvabl,indigo,2017,46051,465
14692,weyerxa,indigo,2001,71577,643
14693,ixtnard,black,2014,6412,101
14694,jjpahnb,fuchsia,2009,51394,34
14695,zkyxpsi,grey,2002,49213,702
14696,ckpmcic,"sky blue",1991,83051,720
14697,dlmmvhc,black,2000,94953,552
14698,ltsmsro,lavender,1998,96490,193
14699,fvsiaff,black,1991,69968,715
14700,umbkdoy,lime,1997,53838,949
14701,sljtmjj,blue,1992,88292,653
14702,qbrypyw,white,2010,69380,222
14703,tuuwlfi,ivory,2017,41163,681
14704,twwreem,indigo,2013,75321,920
14705,zwdplmv,magenta,2003,13691,278
14706,vxolevb,yellow,2013,55579,285
14707,swxkkio,"mint green",2006,58458,750
14708,lxqobyo,plum,2005,20703,394
14709,yoyssvk,cyan,2009,62811,143
14710,qekhfhx,grey,1995,76868,296
14711,yokrdfq,pink,2013,19289,622
14712,bibucxb,fuchsia,1995,86045,233
14713,gkwldao,yellow,2003,46021,821
14714,blpssrj,orange,1995,86100,779
14715,tkkfctz,pink,2014,42659,750
14716,lhczvyd,orange,2009,38798,47
14717,sknbqcz,plum,2001,69239,48
14718,mjnlanx,gold,2001,28133,673
14719,dfhfmgw,"mint green",2010,20607,85
14720,kjzsdmc,white,2007,63287,298
14721,kbahoyy,fuchsia,1995,99528,856
14722,udyilil,violet,2014,6353,952
14723,gmwoblx,maroon,2001,93876,415
14724,mdqukeo,pink,2009,2511,28
14725,dvbbdiv,yellow,2010,90187,261
14726,lbgxhho,purple,2003,76099,648
14727,njqhzlw,salmon,2013,42945,637
14728,bginekz,turquoise,1999,37236,159
14729,agmghfo,magenta,2006,65855,494
14730,bgsswfk,olive,1997,31927,101
14731,wdijdlp,teal,2013,61254,408
14732,rjlosna,maroon,2014,65699,374
14733,kwupvhm,teal,2013,18294,450
14734,cnunsot,white,1998,53316,624
14735,uztecav,maroon,2012,7079,652
14736,mwlwamg,magenta,2006,26606,558
14737,ihciroz,grey,1991,11678,688
14738,grgvohj,azure,2013,6857,292
14739,xayfzcn,purple,2006,37609,232
14740,hmutibu,black,2005,10590,778
14741,ooqvhml,cyan,1991,6539,101
14742,unlexhm,grey,2006,7285,418
14743,wnzxfet,violet,2005,30027,39
14744,aivocpi,plum,1999,40221,704
14745,rfsevzy,violet,2006,31264,777
14746,gliijgx,red,2017,10013,606
14747,eikavnz,"sky blue",2013,3808,16
14748,xsgejxp,fuchsia,2000,26974,613
14749,wwoduju,turquoise,1991,89464,266
14750,gonkrnk,lavender,2012,30479,853
14751,gmcjhxm,gold,2005,86347,482
14752,ajvcfmr,orange,2007,93918,122
14753,qklkqsr,teal,2013,51454,31
14754,xnecytx,purple,2015,13882,11
14755,gqbjylm,"sky blue",1998,92059,611
14756,ygypowq,orchid,2017,80478,101
14757,hkmwfyu,"sky blue",1998,70482,692
14758,vuvuuxl,white,2013,40908,516
14759,mpbevsr,yellow,1995,48213,602
14760,fefhwmb,red,2010,90045,488
14761,sllrmas,plum,2015,25764,193
14762,iqvafud,azure,1994,92132,300
14763,skwhsbz,"mint green",1991,75021,809
14764,zujlvju,olive,1992,97272,34
14765,oyiowsm,grey,1998,71917,301
14766,wqtmanj,turquoise,2008,17229,45
14767,ctooajg,cyan,1993,8804,603
14768,jaeoslx,azure,2002,42855,493
14769,peakfxk,lime,2006,58046,319
14770,lkahpeb,teal,2017,98122,741
