id,street,housenumber,cityid
6859,"Jess Mount",26011,185
6860,"Dorothea Roads",569,542
6861,"Oberbrunner Overpass",74015,133
6862,"Ted Center",0824,350
6863,"Towne Glens",96680,461
6864,"Reginald Vista",445,338
6865,"Baumbach Underpass",434,570
6866,"Robel Springs",4479,577
6867,"Johnathon Place",374,357
6868,"McKenzie Lights",10877,631
6869,"Quitzon Key",5708,50
6870,"Padberg Center",9911,146
6871,"Misha Spurs",0397,261
6872,"Robel Creek",78103,166
6873,"Carlton Circles",261,210
6874,"Ellsworth Loaf",535,24
6875,"Timothy Skyway",402,552
6876,"Buckridge Lights",68088,366
6877,"Shanahan Parkways",1335,520
6878,"Julieta Path",63108,488
6879,"Britteny Tunnel",197,414
6880,"Dach Mount",4223,355
6881,"Kulas Trail",72912,248
6882,"Brekke Plains",68080,403
6883,"Elden Inlet",570,731
6884,"Smith Valleys",17443,405
6885,"Alberto Roads",60901,661
6886,"Johnathan Hill",194,182
6887,"Benny Throughway",931,69
6888,"Ernie Heights",7389,374
6889,"Sporer Knolls",884,446
6890,"Kuhic Spurs",1935,553
6891,"Antonio Extensions",24408,441
6892,"Bergnaum Square",08871,233
6893,"Thiel Road",35083,357
6894,"Ledner Freeway",534,636
6895,"Vita Ramp",42706,577
6896,"Yoshiko Trail",4770,695
6897,"Judie Port",3682,266
6898,"Reichel Points",1281,692
6899,"Richie Islands",7318,396
6900,"Gail Fords",1793,564
6901,"Toy Burg",594,383
6902,"Shanti Ville",586,282
6903,"Carleen Village",30294,488
6904,"Terrie Overpass",41748,439
6905,"Jacobs Isle",77779,375
6906,"Song Trafficway",74827,231
6907,"Zboncak Wells",9250,182
6908,"Streich Square",8108,37
6909,"Rosamond Harbors",49373,133
6910,"Izetta Village",497,728
6911,"Conroy Villages",1569,141
6912,"Shanita Ridge",6840,734
6913,"Reuben Junctions",8268,531
6914,"Darron Lodge",7805,357
6915,"Zemlak Dale",9768,439
6916,"Schultz Gateway",51030,647
6917,"Klara Loaf",5670,161
6918,"Mel Roads",677,559
6919,"Keeling Burg",26927,195
6920,"Little Mission",1879,599
6921,"Quentin Gateway",40716,157
6922,"Tremblay Springs",47661,607
6923,"Dorothea Villages",215,161
6924,"Kihn Hill",06684,425
6925,"Gaylord Turnpike",338,308
6926,"Joanna Roads",4802,469
6927,"Carter Knolls",35946,200
6928,"Tiffani Fall",8826,642
6929,"Ngan Square",606,347
6930,"Julian Village",06182,201
6931,"Alissa Forest",6565,643
6932,"Auer Tunnel",395,59
6933,"Burt Vista",653,573
6934,"Jacobi Mall",05113,294
6935,"Ullrich Streets",75361,303
6936,"Jesus Wall",92783,592
6937,"Feest Knolls",256,417
6938,"Lenora Shoals",969,353
6939,"Lonny Underpass",96304,277
6940,"Corrine Landing",29748,132
6941,"Conrad Parkways",8779,659
6942,"Schimmel Islands",664,246
6943,"Brooke Greens",9838,9
6944,"Aurelio Trail",08428,252
6945,"Thaddeus Station",2164,219
6946,"Lupe Via",51305,272
6947,"Walsh Orchard",2902,19
6948,"Dwana Drives",566,612
6949,"Juliet Heights",987,611
6950,"Legros Bypass",940,520
6951,"Reena Squares",27686,699
6952,"Eda Square",601,258
6953,"Raphael Lights",7848,585
6954,"Trey Island",183,507
6955,"Sophia Knolls",6637,571
6956,"Anderson Cove",18895,391
6957,"Waneta Fork",439,470
6958,"Kunde Unions",61243,431
6959,"Vicente Corners",136,703
6960,"Orn Junctions",0015,484
6961,"Mauricio Locks",24568,113
6962,"Strosin Row",5821,124
6963,"Hane Loaf",7428,714
6964,"Jina Groves",8606,105
6965,"Lona Isle",25877,47
6966,"Sook View",13051,247
6967,"Rodriguez Roads",06083,21
6968,"Everette Tunnel",3893,158
6969,"Murray Dale",0280,207
6970,"Tamela Inlet",4744,322
6971,"Kristofer Mount",00323,387
6972,"Champlin Vista",92501,686
6973,"Wilma Plains",318,132
6974,"Sporer Union",3851,653
6975,"Hai Trail",523,624
6976,"Berge Fall",7417,629
6977,"Lebsack Parkway",02559,498
6978,"Jeffrey Orchard",24207,26
6979,"Carlena Ridge",4451,602
6980,"Zackary Gateway",475,360
6981,"Margarito Plains",6430,276
6982,"Mueller View",086,87
6983,"Rolfson Via",70437,457
6984,"Johnston Turnpike",7159,119
6985,"Batz Lights",654,304
6986,"Duncan Trafficway",07413,639
6987,"Garland Fort",549,665
6988,"Jeff Branch",42484,511
6989,"Bonita Divide",59917,499
6990,"Paucek Underpass",607,472
6991,"Oswaldo Roads",7134,219
6992,"Welch Common",9849,133
6993,"Ortiz Lakes",835,529
6994,"Marvin Squares",28748,664
6995,"Stamm Rapid",109,526
6996,"Schoen Lock",9163,460
6997,"Dickens Coves",6513,462
6998,"Satterfield Ranch",8395,306
6999,"Delilah Street",12092,583
7000,"Cristobal Road",08111,284
7001,"Sharie Ford",45888,545
7002,"Keeling Points",50937,99
7003,"Jacobs Lake",66448,40
7004,"Cyrstal Ridges",99076,345
7005,"Scott Heights",97592,305
7006,"Nickolas Shoals",038,284
7007,"Heidenreich Canyon",01892,431
7008,"Carey Port",7908,530
7009,"Jaskolski Green",0515,426
7010,"Cummerata Corners",907,403
7011,"Bode Prairie",98906,579
7012,"Hahn Manor",0842,592
7013,"Shannon Plaza",593,192
7014,"Kuhlman Circles",826,35
7015,"Mosciski Extension",033,533
7016,"Wintheiser Hollow",3382,363
7017,"Nia Lock",52261,447
7018,"Augustine Forks",8665,706
7019,"Noah Mountains",2300,243
7020,"Robel Spur",24990,538
7021,"Schimmel Keys",967,713
7022,"Cherise Mills",21857,586
7023,"Rory Mill",353,93
7024,"Rozella Shoals",85938,486
7025,"Coy Trace",372,290
7026,"John Summit",01390,147
7027,"Weimann Mountain",724,711
7028,"Ward Wall",2030,471
7029,"Ronny Loaf",10236,395
7030,"Johnnie Ford",045,514
7031,"Tod Fall",24216,717
7032,"Mohr Viaduct",319,258
7033,"Modesto Glen",905,204
7034,"Collier Lake",1890,235
7035,"Rogahn Plains",3266,52
7036,"Hodkiewicz Pines",67804,125
7037,"Smith Dale",35272,725
7038,"Reynolds Motorway",07465,401
7039,"Hilll Fall",88097,609
7040,"Grant Burgs",59940,718
7041,"Kling Vista",062,192
7042,"Nader Landing",649,219
7043,"Kovacek Streets",396,288
7044,"Bode Station",84058,487
7045,"Nickolas Fork",3896,164
7046,"Emmerich Orchard",5839,87
7047,"Strosin Motorway",297,108
7048,"Dione Springs",8542,28
7049,"Kovacek Circles",828,736
7050,"Crooks Wall",4844,204
7051,"Ondricka Glen",24194,657
7052,"Lemke Parks",55103,173
7053,"Leonida Mission",49223,104
7054,"Goyette Expressway",0292,400
7055,"Delmer Course",3329,515
7056,"Demetrius Square",9972,15
7057,"Carl Park",4379,487
7058,"Turcotte Motorway",1093,303
7059,"Jessie Flats",7750,2
7060,"Lavonne Station",0983,342
7061,"Thad Points",1833,296
7062,"Muller Green",3095,407
7063,"Bradtke Garden",817,686
7064,"Marty Islands",64876,514
7065,"Marcie Skyway",285,336
7066,"Clyde Isle",48099,199
7067,"Hammes Burgs",58753,697
7068,"Kshlerin Points",062,281
7069,"Harriet Ferry",803,651
7070,"Elmira Views",04063,621
7071,"Dare Underpass",45732,193
7072,"Zulauf Avenue",609,243
7073,"Green Brooks",2319,639
7074,"Chase Plain",323,249
7075,"Ivory Haven",732,322
7076,"Celestina Corner",23548,588
7077,"Annabell Knolls",413,447
7078,"Krajcik Shores",05674,102
7079,"Yundt Forest",1246,250
7080,"Thad Key",1861,376
7081,"Shemeka Branch",255,403
7082,"Emmanuel Parkway",754,74
7083,"Eric Ports",2181,619
7084,"Schaden Stravenue",397,637
7085,"Leon River",145,402
7086,"Sauer Loaf",828,24
7087,"Miles Tunnel",72825,661
7088,"Bailey Views",9167,218
7089,"Langosh Ramp",9783,605
7090,"Austin Knoll",42089,90
7091,"Nikolaus Track",605,31
7092,"Gaylord Junctions",756,437
7093,"Russel Plaza",73086,246
7094,"Aurelio Lights",0067,558
7095,"Mayer Expressway",639,662
7096,"Ruecker Field",3981,709
7097,"Beatty Freeway",335,175
7098,"Huels Fork",270,214
7099,"Cole Unions",3985,49
7100,"Langworth Prairie",50363,390
7101,"Herman Stravenue",452,152
7102,"Hilll Parkway",134,522
7103,"Tristan Shoal",400,514
7104,"Deeanna Way",2956,86
7105,"Stark Bypass",38798,31
7106,"Paucek Cliffs",276,346
7107,"Hagenes Ridge",2643,379
7108,"Teodoro Pine",1132,646
7109,"Roberts Island",918,301
7110,"Thiel Tunnel",0086,89
7111,"Charissa Plains",99982,453
7112,"Tyson Pass",21580,691
7113,"Runolfsdottir Alley",15201,348
7114,"Bennett Pines",8838,25
7115,"Gretchen Ways",5527,3
7116,"Clifford Orchard",808,470
7117,"Darron Freeway",984,409
7118,"Cruickshank Port",721,311
7119,"Herman Burgs",40294,721
7120,"Keena Union",51185,711
7121,"Hackett Trafficway",604,47
7122,"Rodrigo Circle",73213,733
7123,"Hettie Run",0358,615
7124,"Nicol Keys",713,537
7125,"Gibson Forges",925,673
7126,"Emard Green",76099,520
7127,"Contessa Village",55032,421
7128,"Rempel Corner",141,558
7129,"West Springs",43967,297
7130,"Xiao Village",6519,371
7131,"Laure Place",72789,726
7132,"Cherri Courts",772,303
7133,"Rhona Passage",2401,20
7134,"Branden Summit",12361,581
7135,"Lamonica Path",231,263
7136,"Wuckert Pike",33422,317
7137,"Mosciski Port",75435,705
7138,"Ryan Well",67468,338
7139,"Heriberto Roads",3691,491
7140,"Hettinger Creek",2874,148
7141,"Adams Canyon",129,723
7142,"Refugio Ways",232,658
7143,"Waelchi Plaza",0384,465
7144,"Cordia Pines",3099,670
7145,"Earlene Turnpike",3492,667
7146,"Ward Courts",1509,589
7147,"Wilson Station",78725,534
7148,"Schmeler Meadow",520,540
7149,"Adriane Burgs",9622,577
7150,"Alfonso Plains",2604,361
7151,"Bayer Land",89062,381
7152,"Neville Dale",32983,38
7153,"Antonio Cliff",49258,250
7154,"Raynor Via",9260,103
7155,"Leann Courts",4181,40
7156,"Libby Trace",9089,614
7157,"Stephenie Forge",56637,60
7158,"Buster Rapid",713,281
7159,"Davis Canyon",4160,145
7160,"Oberbrunner Crossing",14923,440
7161,"Debrah Orchard",7033,12
7162,"Ozzie Extension",96469,200
7163,"Douglas Ports",1694,90
7164,"Karyl Orchard",1843,323
7165,"Demetrice Ford",956,530
7166,"Veum Dam",85456,47
7167,"Jovan Parkway",85229,116
7168,"An Route",1208,546
7169,"Houston Mountain",306,450
7170,"Bert Ferry",0231,191
7171,"Terrell Locks",659,81
7172,"Deidra Courts",47186,355
7173,"Whitley Dale",4262,636
7174,"Leannon Lane",78832,253
7175,"Dach Flats",09978,242
7176,"Evan Trail",693,148
7177,"Wyman Forge",69414,534
7178,"Brooks Cape",884,696
7179,"Erik Plaza",7073,615
7180,"Balistreri Brook",7710,207
7181,"Swaniawski Trace",34980,610
7182,"Harold Square",2373,199
7183,"Chastity Trace",21224,30
7184,"Sharda Trail",31972,173
7185,"Bart Tunnel",9369,158
7186,"Ankunding Ridge",89488,521
7187,"Alvina Shoals",333,158
7188,"Jim Ridge",762,57
7189,"Mueller Crescent",733,271
7190,"Barton Summit",4667,574
7191,"Kasha Causeway",71424,63
7192,"Ritchie Trail",5983,181
7193,"Allegra Road",0058,94
7194,"Kovacek Forest",23091,518
7195,"Volkman Tunnel",31537,364
7196,"Klein Key",28707,384
7197,"Lashonda Port",38586,6
7198,"Larkin Mountains",8448,356
7199,"Hamill Terrace",668,174
7200,"Alycia Squares",97509,639
7201,"Schimmel Station",808,394
7202,"Mohr Cove",090,543
7203,"Mario Unions",1861,320
7204,"Schmeler Extension",05284,75
7205,"Leigh Prairie",8572,235
7206,"Morissette Crossing",60711,320
7207,"Koch Skyway",92977,529
7208,"Volkman Forest",290,489
7209,"Warner Bridge",12910,588
7210,"Anneliese Causeway",8389,365
7211,"Gerhold Parkways",17210,217
7212,"Stamm Place",8216,180
7213,"Curt Vista",77536,542
7214,"Raynor Via",19091,562
7215,"Hyatt Summit",4665,726
7216,"Schuppe Wells",951,210
7217,"Roman Branch",0290,55
7218,"Fahey Ridges",1658,499
7219,"Cathey Rue",4334,714
7220,"Donald Groves",0995,671
7221,"Gulgowski Freeway",6282,544
7222,"Rob Skyway",90702,433
7223,"Konopelski Lake",814,5
7224,"Alejandro Avenue",777,341
7225,"Shae Inlet",108,493
7226,"Kovacek Bridge",769,415
7227,"Mraz Mills",73560,208
7228,"Kozey Curve",9887,225
7229,"Weldon Station",139,547
7230,"Howe Locks",1451,670
7231,"Ernesto Well",185,439
7232,"O'Hara Plains",8411,305
7233,"Adolfo Walks",5228,538
7234,"Heather Viaduct",264,632
7235,"Drew Islands",5624,408
7236,"Alton Corners",88692,678
7237,"Stokes Ferry",200,727
7238,"Milton Union",256,252
7239,"Ollie Falls",4781,68
7240,"Connelly Inlet",07637,174
7241,"Kiehn Center",272,476
7242,"Rudolph Island",824,571
7243,"Wilkinson Turnpike",2518,634
7244,"Leanora Park",799,255
7245,"Catheryn Creek",67852,414
7246,"Gislason View",7152,40
7247,"Ivory Junctions",107,345
7248,"Carter Throughway",0191,34
7249,"Alberto Springs",411,482
7250,"Dale Locks",6129,355
7251,"Grimes Valley",771,101
7252,"Dean Radial",8003,172
7253,"Price Burgs",51625,412
7254,"Robert Forge",260,269
7255,"Michal Wall",93555,720
7256,"Smitham Station",3574,318
7257,"Blick Isle",9741,731
7258,"Conroy Mill",1886,163
7259,"Auer Vista",7973,728
7260,"Leroy Parkway",6925,34
7261,"Margot Underpass",71266,726
7262,"Predovic Well",4818,317
7263,"Karleen Light",343,105
7264,"Vonda Gateway",25391,247
7265,"Young Ford",8202,525
7266,"Schroeder Coves",6509,342
7267,"Kautzer Estates",13005,37
7268,"Anton Viaduct",099,356
7269,"Kling Parkway",915,108
7270,"Metz Canyon",451,339
7271,"Candance Canyon",341,75
7272,"Mohr Via",17787,252
7273,"Joesph Coves",5185,21
7274,"Ashlyn Isle",721,186
7275,"Simonis Meadow",453,686
7276,"Jestine Well",7515,20
7277,"McKenzie Glens",97615,588
7278,"Belen Station",490,566
7279,"Lonny Streets",079,266
7280,"Witting Estate",6498,74
7281,"Josiah Pines",02609,114
7282,"Quyen Garden",306,167
7283,"Wilford Stravenue",44728,190
7284,"Clarissa Square",47642,716
7285,"Lynell Center",5979,71
7286,"Parisian Ways",90098,429
7287,"Claudette Loop",266,562
7288,"Mac Greens",88058,387
7289,"Pfannerstill Shoals",468,687
7290,"Erdman Row",3907,513
7291,"Lita Harbors",220,351
7292,"Waters Canyon",558,28
7293,"Leland Locks",0664,515
7294,"Brooks Keys",19419,630
7295,"Hunter Extension",06325,186
7296,"Bernier Club",319,139
7297,"Emard Motorway",5020,480
7298,"Treutel Locks",207,11
7299,"Stamm Mountain",014,242
7300,"Pamella Crescent",4948,689
7301,"Wendy Cove",0951,294
7302,"Mauricio Mount",500,162
7303,"Tawanna Dam",9106,278
7304,"Berge Isle",609,81
7305,"Dexter Valleys",31467,614
7306,"Zella Crest",390,341
7307,"Angelika Wall",743,120
7308,"Lehner Rapids",9079,422
7309,"Joesph Union",482,308
7310,"Rachelle Dale",871,623
7311,"Fadel Ways",117,443
7312,"Ebert Lane",2700,587
7313,"Hagenes Viaduct",42412,228
7314,"Grimes Freeway",487,600
7315,"Fisher Ridge",9433,641
7316,"Reggie Viaduct",2756,123
7317,"Bauch Isle",834,715
7318,"Wolf Inlet",2022,242
7319,"Grant Orchard",1712,398
7320,"Rempel Curve",5606,213
7321,"Cole Forges",91638,531
7322,"Murazik Hill",43844,454
7323,"Smitham Forest",479,130
7324,"Auer Locks",943,124
7325,"Harrison Spur",82123,550
7326,"Abbott Wall",1749,18
7327,"Lino Islands",8976,476
7328,"Leonila Fords",3968,728
7329,"Greenholt Drive",7965,459
7330,"Nieves Fall",7467,229
7331,"Bogan Viaduct",11922,41
7332,"Freeman Plains",1716,220
7333,"O'Keefe Estate",92938,384
7334,"Mueller Forge",201,428
7335,"Issac Falls",498,102
7336,"Kennith Viaduct",217,674
7337,"Seema Pines",218,512
7338,"Beer Creek",4122,298
7339,"Mayer Creek",58366,332
7340,"Cicely Summit",35890,468
7341,"Jeffery Orchard",8871,641
7342,"Frami Vista",735,650
7343,"Arlena Fork",5144,269
7344,"Parisian Lights",0157,199
7345,"Garry Curve",9141,71
7346,"Nitzsche Street",580,91
7347,"Conroy Brooks",7471,76
7348,"Jarrod Flats",2938,170
7349,"Donnie Vista",524,416
7350,"Dickens Wall",0810,381
7351,"Ortiz Bypass",96618,84
7352,"Wisoky Crossroad",46648,580
7353,"Latesha Turnpike",978,121
7354,"Smitham Forks",5836,626
7355,"Thiel Course",48545,677
7356,"Shad Knolls",81934,246
7357,"Jerrica Park",412,256
7358,"Pfeffer Harbor",01240,693
7359,"Miguel Mall",4940,513
7360,"Rey Forest",01061,457
7361,"West Haven",9228,302
7362,"Kunze Curve",0676,623
7363,"Schaefer Hollow",057,557
7364,"Bauch Plains",000,466
7365,"Marlene Throughway",91722,175
7366,"Dale Avenue",3980,468
7367,"Ginger Place",317,265
7368,"Ashley Fields",16084,10
7369,"Metz Light",02701,368
7370,"Reichert Summit",299,248
7371,"Loni Manor",2335,435
7372,"Ronnie Drives",3394,66
7373,"Kathey Flat",87508,55
7374,"Abbott Park",95218,44
7375,"Samuel Common",008,118
7376,"Stiedemann Bypass",4259,38
7377,"Lang Row",90411,469
7378,"Kris Island",7171,435
7379,"Rutherford Lane",210,273
7380,"Twyla Isle",97165,680
7381,"Renner Row",38089,306
7382,"Leann Junction",162,115
7383,"Stephany Courts",9732,160
7384,"O'Connell Plain",4125,408
7385,"Jame Street",1478,714
7386,"Lynell Fort",22567,58
7387,"Bradtke Plain",87324,404
7388,"Robbyn Key",3871,560
7389,"Morar Grove",1261,454
7390,"Jones Rest",5931,444
7391,"Mildred Union",677,689
7392,"Rau Extensions",91302,99
7393,"McClure Wall",780,418
7394,"Tad Hills",563,424
7395,"Terry Junctions",24268,175
7396,"Trinidad Ford",3855,401
7397,"Sherley Burg",6514,482
7398,"Nolan Valleys",67353,442
7399,"Boyer Squares",1134,25
7400,"Nelda Forks",5962,233
7401,"Linwood Bridge",8354,87
7402,"Torri Mill",9631,59
7403,"Kertzmann Summit",240,637
7404,"Koepp Prairie",896,456
7405,"Rice Mountains",8759,524
7406,"Fausto Grove",397,161
7407,"Turcotte Turnpike",117,70
7408,"Jasper Estates",731,101
7409,"Wuckert Court",6588,144
7410,"Roberts Falls",570,43
7411,"Valene Centers",74668,158
7412,"Williamson Shoals",8952,77
7413,"Lino Via",1711,431
7414,"Salvador Court",7503,307
7415,"Pfannerstill Glen",2710,211
7416,"Hiram Lock",6815,577
7417,"Kshlerin Avenue",72201,733
7418,"Skiles Lakes",67542,66
7419,"Klocko Overpass",42730,9
7420,"Wisoky Mountain",877,642
7421,"Setsuko Freeway",94204,663
7422,"Concetta Mill",4935,268
7423,"Jackie Stream",4319,302
7424,"Gleason Junction",1577,446
7425,"Alan Squares",15183,4
7426,"Beverly Plains",4307,505
7427,"Jerald Hollow",74233,208
7428,"Shelby Overpass",2769,126
7429,"Schowalter Terrace",219,12
7430,"Lena Forge",09486,714
7431,"Medhurst Centers",849,381
7432,"Blick Crescent",0169,456
7433,"Earl Rest",798,102
7434,"Leland Way",59191,225
7435,"Murazik Springs",69538,435
7436,"Joe Canyon",58929,244
7437,"Vincent Parkways",271,547
7438,"Britt Lights",7413,426
7439,"Durgan Crossing",1940,441
7440,"Marnie Roads",276,357
7441,"Criselda Corner",3185,493
7442,"Jenae Neck",4691,303
7443,"Marquardt Port",2082,414
7444,"Hand Camp",86244,415
7445,"Garry Street",498,378
7446,"Bednar Lodge",60933,484
7447,"Little Port",70331,733
7448,"Barrows Crossing",346,545
7449,"Kassulke Branch",8768,380
7450,"Ward Coves",60849,483
7451,"Parisian Springs",30395,410
7452,"Carlo Canyon",823,187
7453,"Rueben Avenue",5033,533
7454,"Spencer Plains",513,621
7455,"Shandi Cape",90019,331
7456,"Fritsch Plains",25246,674
7457,"Wisoky Prairie",2993,489
7458,"Grimes Glens",702,714
7459,"Metz Common",336,661
7460,"Leannon Gardens",07012,656
7461,"Kshlerin Alley",274,231
7462,"Wolff Dale",36929,462
7463,"Jonathan Fork",71459,690
7464,"Rolanda Plains",5775,136
7465,"Mueller Inlet",310,478
7466,"Van Coves",90497,108
7467,"McGlynn Circle",3923,683
7468,"Raymon Plain",456,53
7469,"Leannon Mountains",959,217
7470,"Bailey Knolls",6633,592
7471,"Rhonda Underpass",104,217
7472,"Helga Ports",805,706
7473,"Deon Vista",4577,125
7474,"Herman Flats",07346,384
7475,"Cassin Summit",7754,567
7476,"Hauck Valley",36119,505
7477,"Cornell Trail",91709,106
7478,"Leuschke Glens",0369,732
7479,"Rowe Haven",6247,323
7480,"McClure Vista",9790,295
7481,"Dominique Summit",821,723
7482,"Marcos Skyway",958,688
7483,"Kshlerin Tunnel",5796,411
7484,"Allen Hills",76738,505
7485,"Miki Road",77511,179
7486,"Vandervort Trafficway",145,365
7487,"Bosco Lights",1222,529
7488,"Morissette Manors",126,616
7489,"Ulrike Drive",3897,295
7490,"Leland Mission",6186,503
7491,"Brown Cliffs",6680,186
7492,"Schimmel Station",854,173
7493,"Carroll Shores",3990,158
7494,"Cummerata Pass",1536,19
7495,"Jacinto Crest",87496,584
7496,"Larkin Ford",35784,190
7497,"Dawne Corner",5029,650
7498,"Foster Rue",88520,291
7499,"Monahan Corners",631,637
7500,"Hoppe Spring",000,228
7501,"Kuhlman Glens",171,713
7502,"Raelene Mountains",79246,710
7503,"Shirely Lakes",1562,459
7504,"Rau Land",472,624
7505,"Kerstin Lakes",55303,333
7506,"Marquetta Stream",3057,319
7507,"Little Route",94930,143
7508,"Trinidad Lights",9438,642
7509,"Bednar Junction",89095,96
7510,"Olen Avenue",184,668
7511,"Nelle Estates",902,525
7512,"Effertz Junction",7603,252
7513,"Marci Lock",843,23
7514,"Winfred Summit",02228,28
7515,"Boyle Highway",67810,451
7516,"Thiel Meadow",75012,110
7517,"Grant Ports",806,723
7518,"Pablo Squares",055,412
7519,"Joan Light",362,666
7520,"Barrett Parkway",442,227
7521,"Waylon Extension",873,180
7522,"MacGyver Corners",397,351
7523,"Galina Ranch",33507,735
7524,"Lebsack Mills",2294,256
7525,"Lily Keys",049,208
7526,"Waldo Ways",24450,88
7527,"Little Dale",07047,270
7528,"Jamal Key",22757,565
7529,"Chong Junctions",3530,457
7530,"Walker Glens",76694,421
7531,"Lester Forges",426,601
7532,"Johnetta Stream",268,684
7533,"Douglas Camp",69780,100
7534,"Vaughn Land",2772,490
7535,"Runolfsdottir Flat",3570,561
7536,"Jerica Trafficway",8874,449
7537,"Gutmann Station",36551,246
7538,"Dylan Light",3816,704
